,score,rolling_avg_score
175,36.51149918390438,36.57421918250248
176,36.71149917943403,36.61774918152951
177,36.2984991886653,36.66308918051608
178,36.33299918789417,36.70682417953853
179,35.50249920645729,36.738624178827735
180,37.057999171689154,36.76107917832583
181,36.20249919081107,36.77090417810623
182,37.463499162625524,36.801629177419464
183,36.26199918948114,36.82098917698673
184,35.97899919580668,36.82318417693767
185,36.80299917738885,36.833559176705776
186,35.227499212604016,36.821704176970755
187,34.49749922892079,36.79504917756653
188,34.66499922517687,36.767929178172714
189,34.28899923358112,36.74070417878124
190,36.76099917832762,36.73587917888909
191,35.19999921321869,36.711709179429334
192,35.02249921718612,36.686064180002546
193,36.737499178852886,36.68413418004568
194,33.89649924235418,36.6613791805543
195,36.53949918327853,36.66608418044913
196,31.36399929895997,36.601509181892496
197,35.0924992156215,36.59345418207254
198,34.11599923744798,36.57443418249767
199,34.750999223254624,36.553129182973876
200,33.5154992508702,36.51665418378915
201,36.45449918517843,36.51407918384671
202,38.26799914464355,36.52076918369718
203,37.140499169845135,36.50954918394797
204,37.414499163720755,36.497889184208596
205,36.406999186240135,36.49147918435187
206,35.10299921538681,36.46393918496744
207,37.468499162513766,36.47531918471307
208,38.647999136149885,36.48668918445893
209,37.50949916159734,36.478929184632385
210,37.57149916021153,36.475249184714635
211,37.7054991572164,36.47347918475419
212,37.61549915922806,36.478314184646116
213,35.282999211363496,36.459104185075496
214,34.116999237425624,36.45786418510322
215,36.58899918217212,36.45533918515966
216,34.063999238610265,36.430179185722025
217,36.58199918232858,36.42413918585703
218,35.760999200679365,36.420309185942635
219,37.74299915637821,36.426784185797906
220,36.142999192141,36.412384186119766
221,37.30499916616827,36.42804418576974
222,36.495999184250834,36.42807918576896
223,36.46699918489903,36.41552418604958
224,34.523499228339645,36.39394918653182
225,35.12849921481684,36.37454918696544
226,35.56249920511618,36.34876918754167
227,35.64049920337275,36.32589418805296
228,35.81599919945002,36.31803918822854
229,34.990999217890206,36.29116918882912
230,35.36499920953065,36.27508918918854
231,35.83899919893592,36.26850418933573
232,36.08449919344857,36.2564841896044
233,36.16649919161573,36.25090418972912
234,36.29099918883294,36.235749190067864
235,33.98299924042076,36.19270919102988
236,36.132999192364515,36.19848919090069
237,36.707999179512264,36.18751919114589
238,36.16249919170514,36.177029191380356
239,36.214499190542845,36.175939191404716
240,36.612499181646854,36.17136919150686
241,36.80499917734414,36.17505419142449
242,33.17749925842509,36.137589192261906
243,31.83849928835407,36.077509193604804
244,35.75499920081347,36.06514919388107
245,34.405999230965975,36.033049194598554
246,35.5069992063567,36.01455919501184
247,33.95999924093485,35.97850919581762
248,36.77049917811528,35.97832419582175
249,37.59499915968627,35.98436919568664
